"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
"Chatsworth","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425,2400,2600,2650,2797.5,2650,2550,2550,2795,2672.5,2500,2825,2850
"Gulfton","Houston","TX","Houston","Harris",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,700,700,700,700,700,700,705,705,705,709.5,705,714,705,705,705,737,747.5,714,745,709.5,709.5,737,745,755,750,737,721.5,737,760,755,750,705,737,729,721.5,714,705,709.5,705,737,737,721.5,745,760,772.5,827.5,825,780,750,792.5,792.5,785
"North Park","San Diego","CA","San Diego","San Diego",179,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1172.5,1295,1295,1372.5,1492.5,1525,1400,1375,1347.5,1495,1325,1295,1325,1400,1400,1397.5,1499.5,1550,1600,1674.5,1650,1650,1695,1650,1595,1647.5,1625,1595,1595,1625,1650,1700,1897.5,1837.5,1850,1810,1750,1847.5,1850,1700,1862.5,1895,2200,1975,2050,1925,1850,1795,1925,1925,1800,1895,1885,1980,1795,1995,1992.5,2000,2000,1950,2010,2197.5,1997.5,1995,2125,2045,2245,2200,2147.5
"Corona Valley","Eastvale","CA","Riverside","Riverside",180,,,,,,,,,,,,,,2497,2400,2395,2400,2450,2400,2350,2350,2350,2300,2400,2387.5,2400,2350,2350,2350,2362.5,2350,2365,2387.5,2400,2395,2350,2350,2300,2300,2312.5,2350,2350,2350,2360,2375,2300.5,2300,2350,2375,2350,2360,2380,2400,2400,2400,2400,2350,2350,2400,2400,2400,2450,2450,2450,2500,2495,2500,2450,2450,2467.5,2485,2500,2450,2495,2500,2500,2500,2500,2500,2465,2500,2500,2550,2499.5,2525,2640,2650,2650,2595,2650,2662.5,2600,2600,2592.5,2550,2592.5
"North Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,2100,2150,1950,2100,2100,2200,2000,1997.5,2200,2275,2287.5,2187.5,2300,2325,2100,2050
"Bayside","Virginia Beach","VA","Virginia Beach","Virginia Beach City",182,,,,,,,,,,,1295,1300,1295,1295,1295,1300,1337.5,1375,1350,1395,1295,1275,1250,1250,1295,1295,1300,1350,1395,1350,1300,1295,1295,1300,1300,1325,1300,1350,1350,1347.5,1350,1350,1300,1300,1297,1295,1295,1250,1250,1275,1275,1300,1295,1300,1300,1300,1295,1312.5,1350,1350,1295,1295,1312.5,1395,1350,1325,1350,1325,1300,1295,1295,1275,1295,1300,1367.5,1400,1395,1400,1375,1350,1350,1250,1375,1300,1300,1300,1300,1395,1400,1395,1375,1350,1350,1350,1350,1350
"Green Valley North","Henderson","NV","Las Vegas","Clark",183,,,,,,,,,,,,,,,,,,,,,,,,1196.5,1195,1195,1195,1150,1195,1200,1200,1200,1200,1212.5,1250,1250,1250,1250,1250,1237.5,1225,1250,1225,1225,1295,1325,1300,1300,1295,1295,1295,1250,1297.5,1350,1350,1300,1300,1350,1350,1300,1295,1295,1300,1250,1350,1325,1340,1347.5,1345,1395,1300,1325,1395,1395,1400,1400,1450,1297.5,1395,1299.5,1350,1300,1299,1399,1395,1437.5,1500,1475,1495,1450,1450,1465,1495,1397.5,1450,1412.5
"Anaheim Hills","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",184,,,,,,,,,,,,,2450,2450,2595,2500,2375,2650,2600,2650,2600,2600,2750,2500,2500,2500,2440,2400,2600,2650,2600,2400,2597.5,2600,2750,2575,2500,2500,2550,2500,2500,2525,2500,2500,2500,2500,2425,2472.5,2447.5,2447.5,2450,2500,2600,2825,2850,2675,2525,2500,2747.5,2550,2500,2500,2600,2400,2600,2825,2700,2650,2500,2600,2500,2595,2795,2550,2650,2732.5,2700,2697.5,2550,2800,2500,2795,2450,2597.5,2595,2800,2825,2750,3135,2950,2900,2895,2900,2800,2597.5,2700
"Berryessa","San Jose","CA","San Jose","Santa Clara",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975,3050,3350,3390,3345,3397.5,3300,3200,3200,3267.5,3297.5,3200
"Silver Lake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4350,3700,3795,3900,4250,3850,3900,4000,3995,3997.5,3825,3700
"Humboldt Park","Chicago","IL","Chicago","Cook",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1522.5,1450,1550,1750,1672.5,1700,1700,1600,1590,1700,1900,1900,1925,1775,1645,1725,1700,1400,1550,1585,1500,1400,1462.5,1650,1800,1850,1800,1800,1900,1900,1750,1700,1725
"Powers","Colorado Springs","CO","Colorado Springs","El Paso",188,,,,,,,,,,,,,1200,1225,1295,1300,1250,1200,1250,1250,1250,1230,1250,1250,1195,1250,1300,1325,1300,1315,1300,1289,1290,1250,1250,1250,1225,1295,1350,1325,1300,1295,1295,1295,1325,1300,1295,1295,1255,1275,1299,1350,1397.5,1350,1350,1350,1350,1350,1312.5,1375,1350,1375,1385,1395,1350,1395,1400,1450,1400,1397.5,1395,1395,1397.5,1495,1400,1437.5,1400,1450,1425,1437.5,1400,1425,1397.5,1495,1497.5,1500,1495,1495,1575,1562.5,1550,1572.5,1595,1595,1595,1595
"North Cheyenne","Las Vegas","NV","Las Vegas","Clark",189,,,,,,,,,,,,,,,,1095,1100,1095,1125,1100,1070,1040,1050,1050,1047.5,995,1022.5,1095,1050,1025,1085,1095,1095,1080,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1095,1050,1070,1075,1097.5,1095,1100,1100,1150,1145,1100,1100,1100,1150,1150,1100,1100,1100,1125,1195,1195,1150,1150,1150,1191,1196.5,1195,1200,1200,1199.5,1175,1195,1175,1200,1195,1225,1234.5,1195,1200,1244.5,1299,1250,1295,1300,1295,1275,1275,1295,1281.5,1295,1295,1295
"Charleston Heights","Las Vegas","NV","Las Vegas","Clark",190,,,,,,,,,,,,,,,,895,900,895,950,900,899.5,900,900,895,897.5,895,900,909.5,950,925,900,880,900,895,850,850,850,850,900,900,900,900,885,850,895,899.5,850,862.5,875,900,900,900,925,885,900,900,900,900,850,837.5,850,800,850,795,825,850,850,875,875,900,875,930,850,875,850,925,975,995,880,995,995,895,875,895,950,950,912.5,862.5,900,1050,997,995,1000,999,999.5,1050
"Lake View East","Chicago","IL","Chicago","Cook",191,,,,,,,,,,1800,1700,1500,1400,1295,1200,1200,1300,1347.5,1375,1395,1350,1395,1425,1400,1450,1375,1400,1400,1350,1400,1297.5,1425,1350,1350,1365,1425,1450,1300,1295,1250,1265,1275,1300,1295,1485,1415,1400,1400,1475,1475,1512.5,1600,1625,1562.5,1550,1600,1600,1637.5,1600,1500,1500,1550,1590,1600,1600,1650,1650,1600,1600,1600,1600,1600,1550,1550,1537.5,1562.5,1575,1500,1525,1392.5,1450,1405,1395,1525,1595,1600,1600,1610,1600,1650,1700,1597,1575,1535,1525,1550
"Rancho Charleston","Las Vegas","NV","Las Vegas","Clark",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1195,1225,1225,1162.5,1150,1150,1197.5,1200,1200,1175,1200,1250
"Southwest Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1450,1500,1550,1695,1750,1625,1600,1597.5,1600,1600,1500
"South Loop","Chicago","IL","Chicago","Cook",194,,,,,,,,1875,1800,1750,2000,1900,1800,1861,1900,1850.5,1869.5,1900,1864,1850,1869.5,1900,1900,1900,1900,1900,1952,2000,2000,2000,2000,1975,1900,1900,1905,1932,1948,1950,1950,2000,2000,2015,2040,1953.5,1919.5,1937.5,1950,1950,2000,2000,2008,2100,2050,2016,2000,2000,2000,2000,2025,2008,2042.5,2032,2007,2052.5,2086,2050,2050,2008,2000,2000,2000,2077,2050,2050,2025,2000,2008,2032,2057,2058.5,2025,2008,2000,2007,2024.5,2036,2058,2103,2107,2100,2056,2000,2000,2000,2000,2024
"South Boston","Boston","MA","Boston","Suffolk",195,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2500,2418,2475,2515,2650,2750,2800,2700,2652,2600,2794,2700,2700,2794,2793,2921,2950,2800,2913,2800,2700,2700,2700,2725,2725,2700,2650,2700,2800,2900,2800,2800,2800,2700,2700,2700,2750,2775,2750,2750,2900,3000,3000,2900,2850,2900,2850,2800,2800,2900,2900,2900,3000,3000,3000,3150,3000,2950,3000,2825,2800,2800,3000,3000,3100,3112.5,3200,3000,3000,3000,2900,3000,3000
"Cobbs Creek","Philadelphia","PA","Philadelphia","Philadelphia",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,900,900,1000,1000,1000,1000,1000,950,950,1000,1000,1100,1050,975,1000,1050,1100,1100,1100,1100,1125,1100,1100,1100,1100,1100,1100,1200
"Westchester","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3950,3995,3972.5,4200,4175,4100,4100,3897.5,3672.5,3600,3800,3775
"Shelby Forest-Frayser","Memphis","TN","Memphis","Shelby",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,650,612.5,650,650,655,650,655,675,695,695,675,675,675,675,650,650,650,650,675,675,675,675,675,685,675,675,675,675,675,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,675,675,675,650,675,650,650,650,650,675,650,675,662.5,675,667.5,650,650,650,675,675,675,675
"Studio City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3400,3775,3497.5,3500,3900,3675,4300,3985,4300,4575,3875,4100,4450,4322.5,4525,4050,4275,4100,4225,4125,4195
"Whitestone","New York","NY","New York","Queens",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2400,2325,2465,2375,2480,2490,2600,2600,2415,2375,2480,2400
"Del Rey","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3425,3300,3250,3200,3000,3200,3175,3200,3350,3499,3500,3472.5,3772.5,3800,3697.5,3600,3997.5,3995,3962.5,3925,3500,3662.5,3797.5,4000,3859,3600,3895,3747.5,3900,4020,3500,3900,4035,3875,3597.5,3700,3495,3900,3999,4100,4215,4042.5,4000,4000,4200,4200,4200,3995
"Fort Greene","New York","NY","New York","Kings",202,,,,,,,,,,,,,,,,,,,,2520.5,2750,2395.5,2547.5,2455,2295,2400,2295,2295,2400,2460,2400,2450,2595,2600,2695,2695,2654,2700,2688,2800,2750,2689.5,2850,2800,2892.5,2824,2816,3000,3100,3300,3340,3020,2975,3000,2997.5,2920,2864,2857,2840,3059,3114,3045,3000,2850,2800,3050,2950,3000,2808,2850,2925,3042,3089,3000,2954,2957.5,2975,2918,2995,3145,3089,3089,2982.5,2950,2867.5,2970,2864,2850,2982.5,3022.5,2950,2950,2850,2800,2864,2816
"Whitney","Las Vegas","NV","Las Vegas","Clark",203,,,,,,,,,,,,,,,,,,1095,1050,1050,1000,995,995,995,995,995,987.5,995,995,950,950,975,995,980.5,950,995,995,1000,995,995,980,995,1000,1000,990,997,997,1025,995,999,995,1000,999,999,1000,1000,995,995,995,997,1000,1047.5,1025,1025,1050,1097.5,1050,1020,1010,1000,995,1000,1007.5,1075,1095,1125,1100,1095,1000,1049,1095,1095,1020,1075,1129,1145,1150,1112.5,1100,1167.5,1195,1150,1150,1150,1195,1200
"West Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",204,,,,,,,,,,,,,,2447.5,2500,2495,2425,2400,2550,2500,2495,2600,2495,2447.5,2397.5,2395,2395,2500,2650,2650,2495,2475,2495,2495,2500,2600,2597.5,2597.5,2650,2600,2595,2647.5,2647.5,2550,2500,2595,2650,2695,2650,2650,2700,2700,2795,2795,2700,2700,2670,2675,2750,2800,2795,2772.5,2650,2700,2750,2750,2750,2722.5,2725,2772.5,2795,2872.5,2895,2875,2850,3000,2922.5,2885,2700,2850,2797.5,2850,2700,2825,2899,2875,2985,2897.5,2987.5,3200,3200,3200,3100,3195,3095,3072.5
"Columbia Heights","Washington","DC","Washington","District of Columbia",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2660,2500,2600,2600,2700,2795,2700,2600,2490,2500,2462.5,2500
"Fort Bend - Houston","Houston","TX","Houston","Harris",206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1100,1100,1100,1100,1100,1149,1150,1100,1195,1150,1095,1150,1195,1200,1250,1250,1200,1250,1250,1250,1215,1285,1225,1255,1250,1295,1300,1275,1300,1250,1250,1250,1235,1245,1200,1222.5,1295,1250,1250,1259.5,1250,1275,1300,1295,1300,1300,1300
"Overbrook","Philadelphia","PA","Philadelphia","Philadelphia",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1137.5,1187.5,1187.5,1175,1295,1300,1200,1200,1212.5,1250,1300,1225
"Greenwood","New York","NY","New York","Kings",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2300,2350,2350,2325,2400,2400,2350,2350,2400,2400,2400,2400
"Venice","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5850,5825,5997.5,6000,6395,6150,6275,6435,6750,6500,6500,6225,6250,6300
"South Corona","Corona","CA","Riverside","Riverside",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2700,2700,2572.5,2572.5,2512.5,2500,2600,2600,2572.5,2500,2595,2650
"Laveen","Phoenix","AZ","Phoenix","Maricopa",211,,,,,,,,1100,1100,1150,1100,1075,1050,1075,1050,1075,1095,1095,1050,1050,1050,1047.5,1025,1000,1000,1000,1050,1095,1095,1062.5,1050,1075,1050,1050,1050,1050,1050,1050,1050,1050,1050,1059.5,1068,1075,1050,1090,1075,1075,1075,1075,1090,1095,1100,1100,1100,1150,1100,1100,1095,1095,1105,1150,1175,1150,1125,1175,1150,1125,1150,1150,1150,1150,1195,1175,1175,1195,1195,1159,1179,1195,1195,1195,1195,1195,1239.5,1250,1250,1300,1300,1295,1295,1295,1295,1295,1295,1295
"Greenpoint","New York","NY","New York","Kings",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3100,3125,3462.5,3400,3000,3000,2856,2800,2800,3000,2850,2900,3000,3175,3500,3195,2900,2800,2800,3100,3000,3000,3300,3000,2900,2995,2800,2700,2799,3000
"Sawtelle","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3000,3422.5,3375,3850,3595,3372.5,3500,3492.5,3240,3550,3525,3750,3872.5,3850,3395,3797.5,3250,3397.5,3050,3300,3297.5,3262.5,3392.5,3500,3500,3450,3590,3495,3395,3497.5,3395,3700
"Summerlin South","Las Vegas","NV","Las Vegas","Clark",214,,,,,,,,,,,,,,,1600,1750,1797.5,1695,1699,1695,1695,1600,1600,1600,1495,1500,1550,1575,1595,1550,1500,1550,1495,1495,1495,1500,1500,1575,1595,1595,1575,1650,1575,1600,1550,1595,1625,1650,1697.5,1650,1650,1600,1600,1650,1600,1650,1650,1695,1700,1695,1597.5,1695,1750,1775,1837.5,1800,1700,1775,1700,1772.5,1800,1800,1795,1800,1850,1700,1850,1700,1697.5,1750,1850,1850,1797.5,1800,1850,1895,1900,1925,1825,1850,1872.5,1850,1800,1825,1800,1800
"West Raleigh","Raleigh","NC","Raleigh","Wake",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1162.5,1195,1200,1200,1200,1175,1197.5,1200,1200,1225,1250,1250
"Makiki-Lower Punchbowl-Tantalus","Honolulu","HI","Urban Honolulu","Honolulu",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1925,1797.5,1700,1600,1700,1675,1650,1750,1800,1650,1800,1695,1700,1695,1700,1728,1800,1575,1700,1895,1850,1750,1800,1772.5,1750,1750,1770,1700,1750,1675,1650,1700
"Berclair-Highland Heights","Memphis","TN","Memphis","Shelby",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.5,725,685,675,650,650,650,650,675,712.5,700,685,675,685,695,675,675,675,695,650,650,675,675,650,650,675,675,650,650,675,650,650,650,675,650,650,650,650,650,675,695,750,685,675,650,650,725,685,635,675,675,675,675,675,650,650,675,695,675,675,675,650
"Gateway - Green Valley Ranch","Denver","CO","Denver","Denver",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1350,1395,1395,1425,1450,1400,1450,1595,1472.5,1510,1549.5,1550,1600,1550,1575,1595,1595,1524.5,1600,1600,1650,1650,1599,1650,1695,1697.5,1695,1695,1699,1767,1709.5,1669,1750,1750,1700,1795,1795,1800,1795,1795,1775,1850,1697.5,1750,1795,1850,1750,1872.5,1795,1842.5,1850,1890,1925,1950,1995,1925,1995,1972.5,1995,1975,1895,1950
"Downtown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",219,,,,,,,,,,,,2200,2200,2000,2297.5,2297.5,2300,2300,2300,2297.5,2300,2287.5,2147.5,2300,2400,2400,2397.5,2400,2400,2500,2325,2114,2200,2128,2229.5,2150,2129,2200,2495,2525,2500,2500,2350,2500,2400,2250,2490,2600,2500,2500,2500,2600,2600,2700,2650,2800,2600,2600,2795,2800,2650,2600,2600,2595,2700,2700,2800,2800,2825,2850,2900,2900,2950,2900,2750,2700,2750,2700,2600,2795,2690,2800,2700,2700,2700,2800,2800,2900,2800,2950,2902,2995,2992.5,2900,2800,2895
"Kingesessing","Philadelphia","PA","Philadelphia","Philadelphia",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.5,1000,1000,1000,1000,950,950,1000,1075,1000,959,1000,1000
"Mayfair","Philadelphia","PA","Philadelphia","Philadelphia",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1100,1100,1087.5,1100,1100,1150,1150,1150,1150,1200,1150,1150
"Mears Corner","Virginia Beach","VA","Virginia Beach","Virginia Beach City",222,,,,,,,,,,,,,1437.5,1437.5,1495,1550,1595,1470,1550,1500,1495,1450,1400,1397.5,1350,1400,1500,1500,1500,1575,1575,1550,1475,1450,1475,1495,1450,1450,1500,1475,1495,1525,1500,1495,1475,1485,1425,1450,1495,1495,1500,1545,1495,1495,1500,1495,1500,1495,1495,1500,1500,1500,1500,1495,1495,1495,1495,1400,1395,1475,1400,1495,1500,1495,1550,1550,1500,1545,1495,1550,1400,1472.5,1472.5,1495,1437.5,1462.5,1500,1475,1495,1500,1495,1500,1497.5,1450,1500,1500
"Southwest","Reno","NV","Reno","Washoe",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.5,1497,1595,1475,1562.5,1650,1650,1650,1695,1650,1695,1700,1750,1740,1775
"Brentwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700,5395,5097.5,5100,5000,5000,5100,5272.5,5500,6000,5550,6000,5950,5350,5350,5000,4999,4999.5,4995,4995,5000,4947.5,4997.5,4695,5000,4900,5450,4995,5100,5425,5750,5874.5,5350,5550,4997.5,4995,5800,5500,5500,5550,5600
"Bronzeville","Chicago","IL","Chicago","Cook",225,,,,,,,,,,,,,,,,,1325,1477.5,1372.5,1275,1285,1350,1350,1400,1395,1375,1399.5,1395,1362.5,1450,1385,1342.5,1200,1175,1195,1175,1195,1300,1350,1350,1300,1292.5,1335,1400,1500,1500,1500,1450,1450,1425,1400,1450,1495,1500,1500,1500,1500,1549.5,1599,1550,1500,1500,1597.5,1550,1550,1565,1482.5,1450,1475,1500,1500,1450,1450,1450,1545,1450,1450,1600,1395,1500,1500,1475,1500,1550,1450,1500,1550,1525,1500,1575,1600,1600,1562.5,1595,1500,1500
"Capitol Hill","Seattle","WA","Seattle","King",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2297.5,2600,2500,2600,2500,2222.5,2300,2400,2400,2497
"M Streets","Dallas","TX","Dallas-Fort Worth","Dallas",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,2047.5,1950,1950,2147.5,1997,1895,1850,1850,1850,1825,1995
"Hollywood Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7850,8500,7600,8000,7950,8000,8500,8995,8900,9500,8500,8000,8500,8950,8995,9500,8500,8500,8625,8995,9500,10000,8500,7995,7500,8000,8750,10000,8750,7972.5,8500,8900,8762.5,8960.5,9000,8500,8750,8750,8675,8999.5,8999.5,8500
"Spring Branch West","Houston","TX","Houston","Harris",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1850,1750,1750,1972.5,1800,1825,1900,1850,1600,1772.5,1750,1800,1800,1750,1750,1725,1600,1750,1620,1700,1675,1700,1625,1750,1765,1700,1659,1600,1697,1699.5,1750,1700,1725,1600,1795,1725,1750
"West Roxbury","Boston","MA","Boston","Suffolk",230,,,,,,,,,,,,,,,,,,1685,1800,1767.5,1767.5,1840,1842.5,1900,1900,1945,1945,1947.5,1840,1920,1830,1830,1830,1800,1800,1825,1950,1990,1850,1982.5,1975,1880,1980,1880,1725,1725,1712.5,1675,1725,1700,1737.5,1650,1650,1650,1650,1819.5,1802.5,1765,1800,1850,1845,1857.5,1787.5,1775,1632.5,1737.5,1875,1850,1800,1800,1845,1875,1887.5,1850,1850,1875,1862.5,2000,1950,2167.5,1962.5,1712.5,1875,1935,1875,1875,1975,1975,2100,2100,2100,1950,1950,2000,2000,1900
"Southeast Boise","Boise","ID","Boise City","Ada",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1137.5,1050,1100,1175,1175,1150,1150,1195,1195,1145,1150,1100,1200,1200,1100,1050,1097.5,1197.5,1295,1250,1262.5,1275,1195,1195,1200,1125,1150,1185,1285,1300,1350,1300,1325,1350,1300,1285,1250,1237.5,1300,1300
"Little Haiti","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1787.5,2000,1990,1900,1825,1925,2000,2050,1700,1800,1750,1825
"South End","Boston","MA","Boston","Suffolk",233,,,,,,,,,,,,,,,2325,2300,2400,2575,2700,2637.5,2650,2650,2550,2795,2700,2700,2600,2800,2800,2800,2800,2950,2850,2850,2750,2900,2825,2850,2800,2700,2800,2900,2850,2828.5,2900,3000,2900,2950,2900,2825,2850,2950,2950,3000,3000,2950,2850,2800,2850,3000,2950,3000,3000,3000,3000,3000,3000,2975,2950,2950,3000,3162.5,3200,3000,3000,2950,3200,3000,3000,3000,2900,2750,3000,3200,3200,3200,3200,3200,3200,3175,3000,2900,2950,2925,2995,3000
"Hawaii Kai","Honolulu","HI","Urban Honolulu","Honolulu",234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3000,3200,3000,2950,3000,2850,2850,2995,3085,3172.5,3125,3075
"Downtown","Jersey City","NJ","New York","Hudson",235,,,,,,,,,,,,2400,2287.5,2075,1975,2050,2000,2200,2200,2200,2200,2200,2160,2100,2075,2125,2100,2200,2300,2350,2345,2100,2165,2200,2195,2100,2100,2100,2050,2100,2200,2250,2350,2300,2300,2350,2287.5,2200,2025,2100,2200,2300,2330,2375,2400,2350,2400,2300,2300,2400,2392.5,2400,2495,2600,2700,2650,2600,2650,2600,2450,2400,2500,2500,2495,2425,2400,2400,2400,2400,2500,2375,2325,2500,2500,2500,2400,2465,2550,2600,2500,2450,2450,2475,2400,2300,2300
